point_index,station_m_raw_direction,elevation_m,current_elevation_m,raise_m,modified,variant,geometry_source
257,323.247025796,4.035840560,0.931000000,3.104840560,1,distributed,constraint_reconstruction
258,324.000000000,4.124531878,1.002910430,3.121621448,1,distributed,constraint_reconstruction
259,325.246987045,4.275299439,1.122000000,3.153299439,1,distributed,constraint_reconstruction
260,326.000000000,4.388063694,1.213116333,3.174947361,1,distributed,constraint_reconstruction
261,327.246948295,4.579119512,1.364000000,3.215119511,1,distributed,constraint_reconstruction
262,328.000000000,4.672017227,1.429893301,3.242123926,1,distributed,constraint_reconstruction
263,329.246909545,4.830484405,1.539000000,3.291484405,1,distributed,constraint_reconstruction
264,330.000000000,5.045366318,1.721194515,3.324171803,1,distributed,constraint_reconstruction
265,331.247495459,5.406108705,2.023000000,3.383108705,1,distributed,constraint_reconstruction
266,332.000000000,5.626705777,2.205180763,3.421525014,1,distributed,constraint_reconstruction
267,333.246675791,5.996829372,2.507000000,3.489829373,1,distributed,constraint_reconstruction
268,334.000000000,6.175992565,2.642224316,3.533768250,1,distributed,constraint_reconstruction
269,335.246637040,6.476657461,2.866000000,3.610657461,1,distributed,constraint_reconstruction
270,336.000000000,6.605560182,2.946234710,3.659325472,1,distributed,constraint_reconstruction
271,337.246598290,6.822076607,3.079000000,3.743076607,1,distributed,constraint_reconstruction
272,338.000000000,7.030009798,3.234908479,3.795101318,1,distributed,constraint_reconstruction
273,339.247184204,7.375889121,3.493000000,3.882889121,1,distributed,constraint_reconstruction
274,340.000000000,7.779523248,3.843442543,3.936080706,1,distributed,constraint_reconstruction
275,341.247145454,8.447576491,4.424000000,4.023576490,1,distributed,constraint_reconstruction
276,342.000000000,8.609190963,4.534295328,4.074895635,1,distributed,constraint_reconstruction
277,343.247106703,8.873120276,4.717000000,4.156120276,1,distributed,constraint_reconstruction
278,344.000000000,9.018176629,4.816799263,4.201377366,1,distributed,constraint_reconstruction
279,345.246287036,9.250341946,4.982000000,4.268341946,1,distributed,constraint_reconstruction
280,346.000000000,9.330078174,5.027963026,4.302115148,1,distributed,constraint_reconstruction
281,347.246872950,9.448715439,5.104000000,4.344715439,1,distributed,constraint_reconstruction
282,348.000000000,9.505858568,5.145799361,4.360059207,1,distributed,constraint_reconstruction
283,348.858419066,9.560000000,5.193442542,4.366557458,1,distributed,constraint_reconstruction
284,349.246834199,9.580027818,5.215000000,4.365027818,1,distributed,constraint_reconstruction
285,350.000000000,9.609932797,5.255295151,4.354637646,1,distributed,constraint_reconstruction
286,351.246795449,9.640645067,5.322000000,4.318645067,1,distributed,constraint_reconstruction
287,352.000000000,9.728262350,5.440218482,4.288043869,1,distributed,constraint_reconstruction
288,353.247381363,9.860952699,5.636000000,4.224952699,1,distributed,constraint_reconstruction
289,354.000000000,9.750066283,5.568639327,4.181426957,1,distributed,constraint_reconstruction
290,355.247342613,9.559051894,5.457000000,4.102051894,1,distributed,constraint_reconstruction
291,356.000000000,9.401466276,5.350078831,4.051387445,1,distributed,constraint_reconstruction
292,357.246522945,9.137296910,5.173000000,3.964296910,1,distributed,constraint_reconstruction
293,358.000000000,9.210910928,5.299963344,3.910947584,1,distributed,constraint_reconstruction
294,359.246484194,9.332570892,5.510000000,3.822570892,1,distributed,constraint_reconstruction
295,360.000000000,9.475441712,5.705480084,3.769961628,1,distributed,constraint_reconstruction
296,361.247070108,9.713989188,6.029000000,3.684989188,1,distributed,constraint_reconstruction
297,362.000000000,9.859952242,6.224389093,3.635563149,1,distributed,constraint_reconstruction
298,363.247031358,10.105304738,6.548000000,3.557304738,1,distributed,constraint_reconstruction
299,364.000000000,10.223257990,6.710644378,3.512613612,1,distributed,constraint_reconstruction
300,365.246992608,10.423136616,6.980000000,3.443136616,1,distributed,constraint_reconstruction
301,366.000000000,10.556948382,7.152818545,3.404129837,1,distributed,constraint_reconstruction
302,367.246953857,10.783553329,7.439000000,3.344553329,1,distributed,constraint_reconstruction
303,368.000000000,10.939259411,7.627582812,3.311676599,1,distributed,constraint_reconstruction
304,369.247539771,11.202370258,7.940000000,3.262370258,1,distributed,constraint_reconstruction
305,370.000000000,11.303307485,8.067594301,3.235713184,1,distributed,constraint_reconstruction
306,371.246720104,11.475584674,8.279000000,3.196584674,1,distributed,constraint_reconstruction
307,372.000000000,11.631913263,8.456024206,3.175889058,1,distributed,constraint_reconstruction
308,373.246681353,11.895388699,8.749000000,3.146388699,1,distributed,constraint_reconstruction
309,374.000000000,12.061463784,8.930176645,3.131287139,1,distributed,constraint_reconstruction
310,375.246642603,12.340641644,9.230000000,3.110641644,1,distributed,constraint_reconstruction
311,376.000000000,12.514757467,9.414141938,3.100615529,1,distributed,constraint_reconstruction
312,377.247228517,12.806888710,9.719000000,3.087888710,1,distributed,constraint_reconstruction
313,378.000000000,12.989547318,9.907196517,3.082350801,1,distributed,constraint_reconstruction
314,379.247189767,13.295528788,10.219000000,3.076528788,1,distributed,constraint_reconstruction
315,380.000000000,13.491829462,10.416992928,3.074836535,1,distributed,constraint_reconstruction
316,381.247151016,13.819846248,10.745000000,3.074846248,1,distributed,constraint_reconstruction
317,382.000000000,14.028837504,10.952494933,3.076342570,1,distributed,constraint_reconstruction
318,383.246331348,14.377075896,11.296000000,3.081075896,1,distributed,constraint_reconstruction
319,384.000000000,14.582260157,11.497170596,3.085089562,1,distributed,constraint_reconstruction
320,385.246917263,14.923417953,11.830000000,3.093417953,1,distributed,constraint_reconstruction
321,386.000000000,15.120155322,12.020910173,3.099245149,1,distributed,constraint_reconstruction
322,387.246878512,15.446985082,12.337000000,3.109985082,1,distributed,constraint_reconstruction
323,388.000000000,15.408866017,12.291969824,3.116896193,1,distributed,constraint_reconstruction
324,390.000000000,15.308646777,12.172387057,3.136259720,1,distributed,constraint_reconstruction
325,392.000000000,15.207687072,12.052804289,3.154882783,1,distributed,constraint_reconstruction
326,394.000000000,15.103536334,11.933221521,3.170314812,1,distributed,constraint_reconstruction
327,396.000000000,14.993442129,11.813638754,3.179803376,1,distributed,constraint_reconstruction
